tbl,Year,quarter,citymarketid_1,citymarketid_2,city1,city2,airportid_1,airportid_2,airport_1,airport_2,nsmiles,passengers,fare,carrier_lg,large_ms,fare_lg,carrier_low,lf_ms,fare_low,Geocoded_City1,Geocoded_City2,tbl1apk



Table1a,2021,3,30140,30852,"Albuquerque, NM","Washington, DC (Metropolitan Area)",10140,10821,ABQ,BWI,1670,159,255.89,WN,0.7212,244.89,WN,0.7212,244.89202131014010821ABQBWI



Table1a,2021,3,30140,30852,"Albuquerque, NM","Washington, DC (Metropolitan Area)",10140,11278,ABQ,DCA,1670,151,291.16,AA,0.4404,296.88,WN,0.3197,247.20202131014011278ABQDCA



Table1a,2021,3,30140,30852,"Albuquerque, NM","Washington, DC (Metropolitan Area)",10140,12264,ABQ,IAD,1670,59,343.58,UA,0.5646,382.06,WN,0.1402,266.61202131014012264ABQIAD



Table1a,2021,3,30140,30977,"Albuquerque, NM","Chicago, IL",10140,13232,ABQ,MDW,1121,99,231.66,WN,0.9934,230.85,WN,0.9934,230.85202131014013232ABQMDW



Table1a,2021,3,30140,30977,"Albuquerque, NM","Chicago, IL",10140,13930,ABQ,ORD,1121,206,241.25,AA,0.6869,229.41,AA,0.6869,229.41202131014013930ABQORD



Table1a,2021,3,30140,31453,"Albuquerque, NM","Houston, TX",10140,12191,ABQ,HOU,759,166,203.93,WN,0.9712,203.44,WN,0.9712,203.44202131014012191ABQHOU



Table1a,2021,3,30140,31453,"Albuquerque, NM","Houston, TX",10140,12266,ABQ,IAH,759,148,232.85,UA,0.8512,235.69,WN,0.0447,213.54202131014012266ABQIAH



Table1a,2021,3,30140,31703,"Albuquerque, NM","New York City, NY (Metropolitan Area)",10140,11618,ABQ,EWR,1861,77,342.13,UA,0.3845,382.33,AA,0.3324,296.40202131014011618ABQEWR



Table1a,2021,3,30140,31703,"Albuquerque, NM","New York City, NY (Metropolitan Area)",10140,12197,ABQ,HPN,1861,3,356.92,DL,0.6154,358.24,AA,0.3462,350.22202131014012197ABQHPN



Table1a,2021,3,30140,31703,"Albuquerque, NM","New York City, NY (Metropolitan Area)",10140,12391,ABQ,ISP,1861,4,240.10,WN,0.8049,220.94,WN,0.8049,220.94202131014012391ABQISP



Table1a,2021,3,30140,31703,"Albuquerque, NM","New York City, NY (Metropolitan Area)",10140,12478,ABQ,JFK,1861,177,251.78,B6,0.8338,234.07,B6,0.8338,234.07202131014012478ABQJFK



Table1a,2021,3,30140,31703,"Albuquerque, NM","New York City, NY (Metropolitan Area)",10140,12953,ABQ,LGA,1861,125,295.22,AA,0.5013,302.37,WN,0.2145,229.04202131014012953ABQLGA



Table1a,2021,3,30140,31703,"Albuquerque, NM","New York City, NY (Metropolitan Area)",10140,15070,ABQ,SWF,1861,0,427.50,AA,1.0000,427.50,AA,1.0000,427.50202131014015070ABQSWF



Table1a,2021,3,30140,32457,"Albuquerque, NM","San Francisco, CA (Metropolitan Area)",10140,13796,ABQ,OAK,896,216,194.36,WN,0.9638,193.20,WN,0.9638,193.20202131014013796ABQOAK



Table1a,2021,3,30140,32457,"Albuquerque, NM","San Francisco, CA (Metropolitan Area)",10140,14771,ABQ,SFO,896,188,246.07,UA,0.6493,255.54,WN,0.1346,221.69202131014014771ABQSFO



Table1a,2021,3,30140,32457,"Albuquerque, NM","San Francisco, CA (Metropolitan Area)",10140,14831,ABQ,SJC,896,61,209.22,WN,0.6566,200.07,WN,0.6566,200.07202131014014831ABQSJC



Table1a,2021,3,30140,32575,"Albuquerque, NM","Los Angeles, CA (Metropolitan Area)",10140,10800,ABQ,BUR,677,39,205.45,WN,0.6592,205.43,AA,0.2430,196.01202131014010800ABQBUR



Table1a,2021,3,30140,32575,"Albuquerque, NM","Los Angeles, CA (Metropolitan Area)",10140,12892,ABQ,LAX,677,572,172.93,DL,0.3790,181.73,WN,0.2572,158.14202131014012892ABQLAX



Table1a,2021,3,30140,32575,"Albuquerque, NM","Los Angeles, CA (Metropolitan Area)",10140,12954,ABQ,LGB,677,12,201.28,WN,0.5636,187.75,DL,0.1182,180.77202131014012954ABQLGB



Table1a,2021,3,30140,32575,"Albuquerque, NM","Los Angeles, CA (Metropolitan Area)",10140,13891,ABQ,ONT,677,52,212.31,WN,0.5933,204.21,WN,0.5933,204.21202131014013891ABQONT



Table1a,2021,3,30140,32575,"Albuquerque, NM","Los Angeles, CA (Metropolitan Area)",10140,14908,ABQ,SNA,677,79,222.87,WN,0.6140,216.43,AA,0.3201,215.59202131014014908ABQSNA



Table1a,2021,3,30154,31703,"Nantucket, MA","New York City, NY (Metropolitan Area)",10154,11618,ACK,EWR,218,176,165.27,UA,0.5473,169.32,B6,0.4460,160.08202131015411618ACKEWR



Table1a,2021,3,30154,31703,"Nantucket, MA","New York City, NY (Metropolitan Area)",10154,12197,ACK,HPN,218,78,189.08,B6,0.9958,188.57,B6,0.9958,188.57202131015412197ACKHPN



Table1a,2021,3,30154,31703,"Nantucket, MA","New York City, NY (Metropolitan Area)",10154,12478,ACK,JFK,218,210,156.66,B6,0.7464,155.54,B6,0.7464,155.54202131015412478ACKJFK



Table1a,2021,3,30154,31703,"Nantucket, MA","New York City, NY (Metropolitan Area)",10154,12953,ACK,LGA,218,135,157.09,B6,0.8460,153.24,B6,0.8460,153.24202131015412953ACKLGA



Table1a,2021,3,30189,30194,"Colorado Springs, CO","Dallas/Fort Worth, TX",11109,11259,COS,DAL,602,194,122.76,WN,1.0000,122.76,WN,1.0000,122.76202131110911259COSDAL



Table1a,2021,3,30189,30194,"Colorado Springs, CO","Dallas/Fort Worth, TX",11109,11298,COS,DFW,602,343,154.47,AA,0.9800,153.63,AA,0.9800,153.63202131110911298COSDFW



Table1a,2021,3,30189,30466,"Colorado Springs, CO","Phoenix, AZ",11109,14107,COS,PHX,551,261,120.59,WN,0.8219,124.41,F9,0.1164,67.59202131110914107COSPHX



Table1a,2021,3,30189,30852,"Colorado Springs, CO","Washington, DC (Metropolitan Area)",11109,10821,COS,BWI,1503,65,251.59,WN,0.5386,238.90,WN,0.5386,238.90202131110910821COSBWI



Table1a,2021,3,30189,30852,"Colorado Springs, CO","Washington, DC (Metropolitan Area)",11109,11278,COS,DCA,1503,84,278.14,AA,0.5724,287.79,WN,0.1886,199.98202131110911278COSDCA



Table1a,2021,3,30189,30852,"Colorado Springs, CO","Washington, DC (Metropolitan Area)",11109,12264,COS,IAD,1503,63,301.82,UA,0.6045,342.52,WN,0.2763,200.22202131110912264COSIAD



Table1a,2021,3,30189,32575,"Colorado Springs, CO","Los Angeles, CA (Metropolitan Area)",11109,10800,COS,BUR,833,33,183.97,WN,0.6558,159.20,WN,0.6558,159.20202131110910800COSBUR



Table1a,2021,3,30189,32575,"Colorado Springs, CO","Los Angeles, CA (Metropolitan Area)",11109,12892,COS,LAX,833,109,203.47,UA,0.6444,221.23,WN,0.2251,152.75202131110912892COSLAX



Table1a,2021,3,30189,32575,"Colorado Springs, CO","Los Angeles, CA (Metropolitan Area)",11109,12954,COS,LGB,833,24,143.75,WN,0.8571,120.82,WN,0.8571,120.82202131110912954COSLGB



Table1a,2021,3,30189,32575,"Colorado Springs, CO","Los Angeles, CA (Metropolitan Area)",11109,13891,COS,ONT,833,46,188.22,WN,0.5619,171.16,WN,0.5619,171.16202131110913891COSONT



Table1a,2021,3,30189,32575,"Colorado Springs, CO","Los Angeles, CA (Metropolitan Area)",11109,14908,COS,SNA,833,48,200.83,WN,0.5666,170.91,WN,0.5666,170.91202131110914908COSSNA



Table1a,2021,3,30194,30198,"Dallas/Fort Worth, TX","Pittsburgh, PA",11259,14122,DAL,PIT,1067,65,209.05,WN,0.9210,206.89,WN,0.9210,206.89202131125914122DALPIT



Table1a,2021,3,30194,30198,"Dallas/Fort Worth, TX","Pittsburgh, PA",11298,14122,DFW,PIT,1067,432,238.32,AA,0.9359,240.38,NK,0.0138,95.38202131129814122DFWPIT



Table1a,2021,3,30194,30325,"Dallas/Fort Worth, TX","Denver, CO",11259,11292,DAL,DEN,651,1033,134.10,WN,0.9985,134.14,WN,0.9985,134.14202131125911292DALDEN



Table1a,2021,3,30194,30325,"Dallas/Fort Worth, TX","Denver, CO",11298,11292,DFW,DEN,651,1904,134.51,AA,0.6307,141.57,UA,0.2787,135.21202131129811292DFWDEN



Table1a,2021,3,30194,30436,"Dallas/Fort Worth, TX","Tucson, AZ",11259,15376,DAL,TUS,824,16,208.04,WN,0.9868,206.89,WN,0.9868,206.89202131125915376DALTUS



Table1a,2021,3,30194,30436,"Dallas/Fort Worth, TX","Tucson, AZ",11298,15376,DFW,TUS,824,186,228.87,AA,0.9427,229.50,UA,0.0345,211.31202131129815376DFWTUS



Table1a,2021,3,30194,30466,"Dallas/Fort Worth, TX","Phoenix, AZ",11259,14107,DAL,PHX,879,876,140.45,WN,0.9975,140.49,WN,0.9975,140.49202131125914107DALPHX



Table1a,2021,3,30194,30466,"Dallas/Fort Worth, TX","Phoenix, AZ",11298,14107,DFW,PHX,879,1027,178.45,AA,0.9076,184.17,NK,0.0493,92.39202131129814107DFWPHX



Table1a,2021,3,30194,30529,"Dallas/Fort Worth, TX","Hartford, CT",11259,10529,DAL,BDL,1471,24,280.38,WN,0.8795,269.29,WN,0.8795,269.29202131125910529DALBDL



Table1a,2021,3,30194,30529,"Dallas/Fort Worth, TX","Hartford, CT",11298,10529,DFW,BDL,1471,212,286.95,AA,0.7766,293.80,AA,0.7766,293.80202131129810529DFWBDL



Table1a,2021,3,30194,30559,"Dallas/Fort Worth, TX","Seattle, WA",11259,14747,DAL,SEA,1670,445,193.65,AS,0.6464,188.36,AS,0.6464,188.36202131125914747DALSEA



Table1a,2021,3,30194,30559,"Dallas/Fort Worth, TX","Seattle, WA",11298,14747,DFW,SEA,1670,1292,215.53,AA,0.4881,227.16,AS,0.4334,205.36202131129814747DFWSEA



Table1a,2021,3,30194,30615,"Dallas/Fort Worth, TX","El Paso, TX",11259,11540,DAL,ELP,562,350,162.00,WN,1.0000,162.00,WN,1.0000,162.00202131125911540DALELP



Table1a,2021,3,30194,30615,"Dallas/Fort Worth, TX","El Paso, TX",11298,11540,DFW,ELP,562,350,171.00,AA,0.9938,170.78,AA,0.9938,170.78202131129811540DFWELP



Table1a,2021,3,30194,30693,"Dallas/Fort Worth, TX","Nashville, TN",11259,10693,DAL,BNA,631,550,157.21,WN,0.9929,156.76,WN,0.9929,156.76202131125910693DALBNA



Table1a,2021,3,30194,30693,"Dallas/Fort Worth, TX","Nashville, TN",11298,10693,DFW,BNA,631,700,172.04,AA,0.9473,174.14,F9,0.0263,69.43202131129810693DFWBNA



Table1a,2021,3,30194,30852,"Dallas/Fort Worth, TX","Washington, DC (Metropolitan Area)",11259,10821,DAL,BWI,1217,649,176.22,WN,0.9883,175.89,WN,0.9883,175.89202131125910821DALBWI



Table1a,2021,3,30194,30852,"Dallas/Fort Worth, TX","Washington, DC (Metropolitan Area)",11259,11278,DAL,DCA,1217,278,202.77,WN,0.9808,201.83,WN,0.9808,201.83202131125911278DALDCA



Table1a,2021,3,30194,30852,"Dallas/Fort Worth, TX","Washington, DC (Metropolitan Area)",11259,12264,DAL,IAD,1217,17,226.73,WN,0.7756,215.95,WN,0.7756,215.95202131125912264DALIAD



Table1a,2021,3,30194,30852,"Dallas/Fort Worth, TX","Washington, DC (Metropolitan Area)",11298,10821,DFW,BWI,1217,647,181.97,AA,0.7187,202.68,NK,0.2188,105.78202131129810821DFWBWI



Table1a,2021,3,30194,30852,"Dallas/Fort Worth, TX","Washington, DC (Metropolitan Area)",11298,11278,DFW,DCA,1217,722,252.24,AA,0.9541,252.06,AA,0.9541,252.06202131129811278DFWDCA



Table1a,2021,3,30194,30852,"Dallas/Fort Worth, TX","Washington, DC (Metropolitan Area)",11298,12264,DFW,IAD,1217,352,248.61,UA,0.4994,245.32,UA,0.4994,245.32202131129812264DFWIAD



Table1a,2021,3,30194,31123,"Dallas/Fort Worth, TX","St. Louis, MO",11259,15016,DAL,STL,550,460,167.30,WN,0.9976,167.27,WN,0.9976,167.27202131125915016DALSTL



Table1a,2021,3,30194,31123,"Dallas/Fort Worth, TX","St. Louis, MO",11298,15016,DFW,STL,550,404,173.99,AA,0.9795,173.46,AA,0.9795,173.46202131129815016DFWSTL



Table1a,2021,3,30194,31135,"Dallas/Fort Worth, TX","Myrtle Beach, SC",11259,13577,DAL,MYR,1048,38,167.45,WN,0.8949,163.64,WN,0.8949,163.64202131125913577DALMYR



Table1a,2021,3,30194,31135,"Dallas/Fort Worth, TX","Myrtle Beach, SC",11298,13577,DFW,MYR,1048,195,166.15,AA,0.8389,172.96,NK,0.0881,87.79202131129813577DFWMYR



Table1a,2021,3,30194,31136,"Dallas/Fort Worth, TX","Jacksonville, FL",11259,12451,DAL,JAX,918,52,190.04,WN,0.8998,183.34,WN,0.8998,183.34202131125912451DALJAX



Table1a,2021,3,30194,31136,"Dallas/Fort Worth, TX","Jacksonville, FL",11298,12451,DFW,JAX,918,414,199.56,AA,0.9485,196.93,AA,0.9485,196.93202131129812451DFWJAX



Table1a,2021,3,30194,31295,"Dallas/Fort Worth, TX","Detroit, MI",11259,11433,DAL,DTW,986,65,161.72,WN,0.8754,149.38,WN,0.8754,149.38202131125911433DALDTW



Table1a,2021,3,30194,31295,"Dallas/Fort Worth, TX","Detroit, MI",11298,11433,DFW,DTW,986,1236,163.13,DL,0.4949,173.31,AA,0.4005,166.37202131129811433DFWDTW



Table1a,2021,3,30194,31423,"Dallas/Fort Worth, TX","Des Moines, IA",11259,11423,DAL,DSM,624,7,183.30,WN,0.9844,183.47,WN,0.9844,183.47202131125911423DALDSM



Table1a,2021,3,30194,31423,"Dallas/Fort Worth, TX","Des Moines, IA",11298,11423,DFW,DSM,624,180,212.01,AA,0.8867,214.54,UA,0.0699,187.21202131129811423DFWDSM



Table1a,2021,3,30194,31453,"Dallas/Fort Worth, TX","Houston, TX",11259,12191,DAL,HOU,247,560,165.35,WN,0.9971,165.42,WN,0.9971,165.42202131125912191DALHOU



Table1a,2021,3,30194,31453,"Dallas/Fort Worth, TX","Houston, TX",11259,12266,DAL,IAH,247,107,149.83,WN,1.0000,149.83,WN,1.0000,149.83202131125912266DALIAH



Table1a,2021,3,30194,31453,"Dallas/Fort Worth, TX","Houston, TX",11298,12191,DFW,HOU,247,132,157.34,AA,0.9727,157.42,AA,0.9727,157.42202131129812191DFWHOU



Table1a,2021,3,30194,31453,"Dallas/Fort Worth, TX","Houston, TX",11298,12266,DFW,IAH,247,442,164.19,AA,0.5483,160.07,AA,0.5483,160.07202131129812266DFWIAH



Table1a,2021,3,30194,31454,"Dallas/Fort Worth, TX","Orlando, FL",11259,13204,DAL,MCO,985,753,156.03,WN,0.9827,155.27,WN,0.9827,155.27202131125913204DALMCO



Table1a,2021,3,30194,31454,"Dallas/Fort Worth, TX","Orlando, FL",11298,13204,DFW,MCO,985,1623,161.06,AA,0.7233,183.34,NK,0.2005,86.91202131129813204DFWMCO



Table1a,2021,3,30194,31481,"Dallas/Fort Worth, TX","Panama City, FL",11259,11481,DAL,ECP,685,247,153.96,WN,0.9842,153.63,WN,0.9842,153.63202131125911481DALECP



Table1a,2021,3,30194,31481,"Dallas/Fort Worth, TX","Panama City, FL",11298,11481,DFW,ECP,685,172,191.07,AA,0.9034,191.39,DL,0.0663,182.69202131129811481DFWECP



Table1a,2021,3,30194,31504,"Dallas/Fort Worth, TX","Valparaiso, FL",11259,15624,DAL,VPS,641,99,165.24,WN,0.9639,164.70,WN,0.9639,164.70202131125915624DALVPS



Table1a,2021,3,30194,31504,"Dallas/Fort Worth, TX","Valparaiso, FL",11298,15624,DFW,VPS,641,424,184.18,AA,0.9726,184.37,DL,0.0195,169.47202131129815624DFWVPS



Table1a,2021,3,30194,31638,"Dallas/Fort Worth, TX","Fresno, CA",11259,11638,DAL,FAT,1325,19,220.11,WN,0.8409,229.05,AS,0.1420,156.60202131125911638DALFAT



Table1a,2021,3,30194,31638,"Dallas/Fort Worth, TX","Fresno, CA",11298,11638,DFW,FAT,1325,176,247.52,AA,0.8845,250.02,UA,0.0451,225.38202131129811638DFWFAT



Table1a,2021,3,30194,31650,"Dallas/Fort Worth, TX","Minneapolis/St. Paul, MN",11259,13487,DAL,MSP,853,118,130.46,WN,0.9889,129.91,WN,0.9889,129.91202131125913487DALMSP



Table1a,2021,3,30194,31650,"Dallas/Fort Worth, TX","Minneapolis/St. Paul, MN",11298,13487,DFW,MSP,853,1272,129.98,DL,0.4874,132.46,DL,0.4874,132.46202131129813487DFWMSP



Table1a,2021,3,30194,31703,"Dallas/Fort Worth, TX","New York City, NY (Metropolitan Area)",11259,11618,DAL,EWR,1428,5,219.33,DL,1.0000,219.33,DL,1.0000,219.33202131125911618DALEWR



Table1a,2021,3,30194,31703,"Dallas/Fort Worth, TX","New York City, NY (Metropolitan Area)",11259,12197,DAL,HPN,1428,1,230.18,DL,1.0000,230.18,DL,1.0000,230.18202131125912197DALHPN



Table1a,2021,3,30194,31703,"Dallas/Fort Worth, TX","New York City, NY (Metropolitan Area)",11259,12391,DAL,ISP,1428,24,179.65,WN,1.0000,179.65,WN,1.0000,179.65202131125912391DALISP



Table1a,2021,3,30194,31703,"Dallas/Fort Worth, TX","New York City, NY (Metropolitan Area)",11259,12478,DAL,JFK,1428,4,185.84,DL,0.9697,189.34,DL,0.9697,189.34202131125912478DALJFK



Table1a,2021,3,30194,31703,"Dallas/Fort Worth, TX","New York City, NY (Metropolitan Area)",11259,12953,DAL,LGA,1428,379,169.62,WN,0.9759,168.98,WN,0.9759,168.98202131125912953DALLGA



Table1a,2021,3,30194,31703,"Dallas/Fort Worth, TX","New York City, NY (Metropolitan Area)",11298,11618,DFW,EWR,1428,1239,201.73,UA,0.4243,197.59,F9,0.1144,103.33202131129811618DFWEWR



Table1a,2021,3,30194,31703,"Dallas/Fort Worth, TX","New York City, NY (Metropolitan Area)",11298,12197,DFW,HPN,1428,13,277.56,AA,0.5820,277.55,AA,0.5820,277.55202131129812197DFWHPN



Table1a,2021,3,30194,31703,"Dallas/Fort Worth, TX","New York City, NY (Metropolitan Area)",11298,12391,DFW,ISP,1428,5,295.83,AA,0.8000,315.21,F9,0.1556,140.00202131129812391DFWISP



Table1a,2021,3,30194,31703,"Dallas/Fort Worth, TX","New York City, NY (Metropolitan Area)",11298,12478,DFW,JFK,1428,516,192.11,DL,0.3431,209.54,B6,0.2968,167.77202131129812478DFWJFK



Table1a,2021,3,30194,31703,"Dallas/Fort Worth, TX","New York City, NY (Metropolitan Area)",11298,12953,DFW,LGA,1428,1784,204.68,AA,0.5109,230.55,DL,0.3601,188.40202131129812953DFWLGA



Table1a,2021,3,30194,31703,"Dallas/Fort Worth, TX","New York City, NY (Metropolitan Area)",11298,15070,DFW,SWF,1428,2,225.21,AA,0.9565,224.05,AA,0.9565,224.05202131129815070DFWSWF



Table1a,2021,3,30194,31714,"Dallas/Fort Worth, TX","Fort Myers, FL",11259,14635,DAL,RSW,1017,92,173.33,WN,0.9600,171.82,WN,0.9600,171.82202131125914635DALRSW



Table1a,2021,3,30194,31714,"Dallas/Fort Worth, TX","Fort Myers, FL",11298,14635,DFW,RSW,1017,300,204.15,AA,0.9609,203.25,AA,0.9609,203.25202131129814635DFWRSW



Table1a,2021,3,30194,31871,"Dallas/Fort Worth, TX","Greenville/Spartanburg, SC",11259,11996,DAL,GSP,862,28,198.88,WN,0.8000,193.17,WN,0.8000,193.17202131125911996DALGSP



Table1a,2021,3,30194,31871,"Dallas/Fort Worth, TX","Greenville/Spartanburg, SC",11298,11996,DFW,GSP,862,167,223.35,AA,0.8584,220.39,AA,0.8584,220.39202131129811996DFWGSP



Table1a,2021,3,30194,31884,"Dallas/Fort Worth, TX","Spokane, WA",11259,11884,DAL,GEG,1486,42,228.18,WN,0.6803,234.72,AS,0.3018,210.91202131125911884DALGEG



Table1a,2021,3,30194,31884,"Dallas/Fort Worth, TX","Spokane, WA",11298,11884,DFW,GEG,1486,162,270.33,AA,0.5251,306.72,DL,0.2482,221.63202131129811884DFWGEG



Table1a,2021,3,30194,31986,"Dallas/Fort Worth, TX","Grand Rapids, MI",11259,11986,DAL,GRR,931,23,214.82,WN,0.8785,205.30,WN,0.8785,205.30202131125911986DALGRR



Table1a,2021,3,30194,31986,"Dallas/Fort Worth, TX","Grand Rapids, MI",11298,11986,DFW,GRR,931,212,247.31,AA,0.7981,250.83,DL,0.1420,239.90202131129811986DFWGRR



Table1a,2021,3,30194,32206,"Dallas/Fort Worth, TX","Harlingen/San Benito, TX",11259,12206,DAL,HRL,461,130,146.68,WN,0.9992,146.74,WN,0.9992,146.74202131125912206DALHRL



Table1a,2021,3,30194,32206,"Dallas/Fort Worth, TX","Harlingen/San Benito, TX",11298,12206,DFW,HRL,461,85,166.14,AA,0.8766,161.52,AA,0.8766,161.52202131129812206DFWHRL



Table1a,2021,3,30194,32211,"Dallas/Fort Worth, TX","Las Vegas, NV",11259,12889,DAL,LAS,1067,984,170.82,WN,0.9954,170.81,WN,0.9954,170.81202131125912889DALLAS



Table1a,2021,3,30194,32211,"Dallas/Fort Worth, TX","Las Vegas, NV",11298,12889,DFW,LAS,1067,1966,183.07,AA,0.6275,221.53,NK,0.2037,107.52202131129812889DFWLAS



Table1a,2021,3,30194,32337,"Dallas/Fort Worth, TX","Indianapolis, IN",11259,12339,DAL,IND,761,130,180.96,WN,0.9707,179.60,WN,0.9707,179.60202131125912339DALIND



Table1a,2021,3,30194,32337,"Dallas/Fort Worth, TX","Indianapolis, IN",11298,12339,DFW,IND,761,469,201.78,AA,0.9478,200.86,AA,0.9478,200.86202131129812339DFWIND



Table1a,2021,3,30194,32457,"Dallas/Fort Worth, TX","San Francisco, CA (Metropolitan Area)",11259,13796,DAL,OAK,1476,344,187.84,WN,0.9930,187.80,WN,0.9930,187.80202131125913796DALOAK



Table1a,2021,3,30194,32457,"Dallas/Fort Worth, TX","San Francisco, CA (Metropolitan Area)",11259,14771,DAL,SFO,1476,162,206.97,AS,0.7638,206.08,WN,0.2268,203.34202131125914771DALSFO



Table1a,2021,3,30194,32457,"Dallas/Fort Worth, TX","San Francisco, CA (Metropolitan Area)",11259,14831,DAL,SJC,1476,246,204.27,WN,0.9845,204.18,WN,0.9845,204.18202131125914831DALSJC



Table1a,2021,3,30194,32457,"Dallas/Fort Worth, TX","San Francisco, CA (Metropolitan Area)",11298,13796,DFW,OAK,1476,40,157.63,DL,0.4812,220.76,F9,0.1129,77.10202131129813796DFWOAK



Table1a,2021,3,30194,32457,"Dallas/Fort Worth, TX","San Francisco, CA (Metropolitan Area)",11298,14771,DFW,SFO,1476,1052,229.36,AA,0.7807,231.45,AA,0.7807,231.45202131129814771DFWSFO



Table1a,2021,3,30194,32457,"Dallas/Fort Worth, TX","San Francisco, CA (Metropolitan Area)",11298,14831,DFW,SJC,1476,219,267.73,AA,0.8674,271.99,DL,0.0601,230.64202131129814831DFWSJC



Table1a,2021,3,30194,32467,"Dallas/Fort Worth, TX","Miami, FL (Metropolitan Area)",11259,11697,DAL,FLL,1121,388,136.06,WN,0.9882,135.41,WN,0.9882,135.41202131125911697DALFLL



Table1a,2021,3,30194,32467,"Dallas/Fort Worth, TX","Miami, FL (Metropolitan Area)",11259,13303,DAL,MIA,1121,220,151.06,WN,0.9629,150.45,WN,0.9629,150.45202131125913303DALMIA



Table1a,2021,3,30194,32467,"Dallas/Fort Worth, TX","Miami, FL (Metropolitan Area)",11298,11697,DFW,FLL,1121,918,144.58,AA,0.7103,159.60,NK,0.2687,97.32202131129811697DFWFLL



Table1a,2021,3,30194,32467,"Dallas/Fort Worth, TX","Miami, FL (Metropolitan Area)",11298,13303,DFW,MIA,1121,1038,189.37,AA,0.9335,193.03,F9,0.0395,86.66202131129813303DFWMIA



Table1a,2021,3,30194,32575,"Dallas/Fort Worth, TX","Los Angeles, CA (Metropolitan Area)",11259,10800,DAL,BUR,1246,141,171.31,WN,0.9869,171.49,WN,0.9869,171.49202131125910800DALBUR



Table1a,2021,3,30194,32575,"Dallas/Fort Worth, TX","Los Angeles, CA (Metropolitan Area)",11259,12892,DAL,LAX,1246,961,148.72,WN,0.7119,153.39,AS,0.2827,135.90202131125912892DALLAX



Table1a,2021,3,30194,32575,"Dallas/Fort Worth, TX","Los Angeles, CA (Metropolitan Area)",11259,12954,DAL,LGB,1246,144,143.98,WN,0.9955,143.86,WN,0.9955,143.86202131125912954DALLGB



Table1a,2021,3,30194,32575,"Dallas/Fort Worth, TX","Los Angeles, CA (Metropolitan Area)",11259,13891,DAL,ONT,1246,156,181.88,WN,0.9958,182.00,WN,0.9958,182.00202131125913891DALONT



Table1a,2021,3,30194,32575,"Dallas/Fort Worth, TX","Los Angeles, CA (Metropolitan Area)",11259,14908,DAL,SNA,1246,136,209.29,WN,0.9912,208.30,WN,0.9912,208.30202131125914908DALSNA



Table1a,2021,3,30194,32575,"Dallas/Fort Worth, TX","Los Angeles, CA (Metropolitan Area)",11298,10800,DFW,BUR,1246,163,216.01,AA,0.9686,215.70,AA,0.9686,215.70202131129810800DFWBUR



